signal_id,symbol,direction,created_at,entry,target,stop,status,exit_timestamp,pnl_percentage,strategy_version,model_version,evaluation_mode,outcome_verified,prediction_id,provenance_id,mae,mfe,current_price,data_timestamp,original_source,net_pnl,exit_price,verification_level,original_evaluation_mode,canonical_evaluation_mode
cloud_hist_ABB_20260716_4,ABB,LONG,2026-07-15 18:30:00.000000,7578.28515625,8336.113671875,7275.153749999999,TARGET_HIT,2026-07-25 18:30:00.000000,8.5,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,8.3,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_ACC_20260327_0,ACC,SHORT,2026-03-26 18:30:00.000000,1306.8385009765625,1176.1546508789063,1359.112041015625,TARGET_HIT,2026-04-05 18:30:00.000000,8.5,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,8.3,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_ACC_20260511_1,ACC,SHORT,2026-05-10 18:30:00.000000,1350.0882568359375,1215.079431152344,1404.091787109375,STOP_LOSS,2026-05-20 18:30:00.000000,-3.8,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,-4.0,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_ACC_20260605_2,ACC,SHORT,2026-06-04 18:30:00.000000,1322.14990234375,1189.934912109375,1375.0358984375,TARGET_HIT,2026-06-14 18:30:00.000000,8.5,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,8.3,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_ACC_20260611_3,ACC,SHORT,2026-06-10 18:30:00.000000,1296.199951171875,1166.5799560546875,1348.04794921875,STOP_LOSS,2026-06-20 18:30:00.000000,-3.8,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,-4.0,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_ACC_20260703_4,ACC,LONG,2026-07-02 18:30:00.000000,1393.800048828125,1533.1800537109375,1338.048046875,TARGET_HIT,2026-07-12 18:30:00.000000,8.5,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,8.3,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_ADANIENSOL_20260422_0,ADANIENSOL,LONG,2026-04-21 18:30:00.000000,1368.0999755859375,1504.9099731445317,1313.3759765625,TARGET_HIT,2026-05-01 18:30:00.000000,8.5,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,8.3,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_ADANIENSOL_20260527_1,ADANIENSOL,LONG,2026-05-26 18:30:00.000000,1540.0999755859375,1694.1099731445313,1478.4959765625,STOP_LOSS,2026-06-05 18:30:00.000000,-3.8,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,-4.0,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_ADANIENSOL_20260605_2,ADANIENSOL,LONG,2026-06-04 18:30:00.000000,1579.0,1736.9,1515.84,TARGET_HIT,2026-06-14 18:30:00.000000,8.5,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,8.3,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_ADANIENSOL_20260706_3,ADANIENSOL,LONG,2026-07-05 18:30:00.000000,1622.800048828125,1785.0800537109376,1557.888046875,STOP_LOSS,2026-07-15 18:30:00.000000,-3.8,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,-4.0,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_ADANIENSOL_20260812_4,ADANIENSOL,SHORT,2026-08-11 18:30:00.000000,1599.0,1439.1,1662.96,TARGET_HIT,2026-08-21 18:30:00.000000,8.5,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,8.3,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_ADANIENT_20260514_0,ADANIENT,LONG,2026-05-13 18:30:00.000000,2711.6875,2982.8562500000003,2603.22,TARGET_HIT,2026-05-23 18:30:00.000000,8.5,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,8.3,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_ADANIENT_20260525_1,ADANIENT,LONG,2026-05-24 18:30:00.000000,2848.42626953125,3133.268896484375,2734.48921875,STOP_LOSS,2026-06-03 18:30:00.000000,-3.8,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,-4.0,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_ADANIENT_20260605_2,ADANIENT,LONG,2026-06-04 18:30:00.000000,3046.837646484375,3351.521411132813,2924.964140625,TARGET_HIT,2026-06-14 18:30:00.000000,8.5,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,8.3,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_ADANIENT_20260622_3,ADANIENT,LONG,2026-06-21 18:30:00.000000,3059.60009765625,3365.5601074218757,2937.21609375,STOP_LOSS,2026-07-01 18:30:00.000000,-3.8,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,-4.0,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_ADANIENT_20260701_4,ADANIENT,LONG,2026-06-30 18:30:00.000000,3143.60009765625,3457.960107421876,3017.85609375,TARGET_HIT,2026-07-10 18:30:00.000000,8.5,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,8.3,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_ADANIGREEN_20260609_0,ADANIGREEN,LONG,2026-06-08 18:30:00.000000,1534.5,1687.95,1473.12,TARGET_HIT,2026-06-18 18:30:00.000000,8.5,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,8.3,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_ADANIGREEN_20260622_1,ADANIGREEN,LONG,2026-06-21 18:30:00.000000,1549.9000244140625,1704.890026855469,1487.9040234375,STOP_LOSS,2026-07-01 18:30:00.000000,-3.8,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,-4.0,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_ADANIGREEN_20260714_2,ADANIGREEN,LONG,2026-07-13 18:30:00.000000,1604.5,1764.95,1540.32,TARGET_HIT,2026-07-23 18:30:00.000000,8.5,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,8.3,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_ADANIGREEN_20260723_3,ADANIGREEN,SHORT,2026-07-22 18:30:00.000000,1379.9000244140625,1241.9100219726563,1435.096025390625,STOP_LOSS,2026-08-01 18:30:00.000000,-3.8,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,-4.0,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_ADANIGREEN_20260812_4,ADANIGREEN,SHORT,2026-08-11 18:30:00.000000,1332.300048828125,1199.0700439453126,1385.59205078125,TARGET_HIT,2026-08-21 18:30:00.000000,8.5,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,8.3,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_ADANIPORTS_20260515_0,ADANIPORTS,LONG,2026-05-14 18:30:00.000000,1787.56640625,1966.323046875,1716.06375,TARGET_HIT,2026-05-24 18:30:00.000000,8.5,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,8.3,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_ADANIPORTS_20260527_1,ADANIPORTS,LONG,2026-05-26 18:30:00.000000,1816.843017578125,1998.5273193359376,1744.169296875,STOP_LOSS,2026-06-05 18:30:00.000000,-3.8,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,-4.0,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_ADANIPORTS_20260702_2,ADANIPORTS,LONG,2026-07-01 18:30:00.000000,1883.199951171875,2071.519946289063,1807.871953125,TARGET_HIT,2026-07-11 18:30:00.000000,8.5,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,8.3,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_ADANIPORTS_20260724_3,ADANIPORTS,SHORT,2026-07-23 18:30:00.000000,1768.300048828125,1591.4700439453125,1839.03205078125,STOP_LOSS,2026-08-02 18:30:00.000000,-3.8,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,-4.0,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_ADANIPORTS_20260730_4,ADANIPORTS,SHORT,2026-07-29 18:30:00.000000,1664.0999755859375,1497.6899780273438,1730.6639746093751,TARGET_HIT,2026-08-08 18:30:00.000000,8.5,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,8.3,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_ADANIPOWER_20260428_0,ADANIPOWER,LONG,2026-04-27 18:30:00.000000,223.3500061035156,245.6850067138672,214.416005859375,TARGET_HIT,2026-05-07 18:30:00.000000,8.5,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,8.3,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_ADANIPOWER_20260504_1,ADANIPOWER,LONG,2026-05-03 18:30:00.000000,227.3000030517578,250.0300033569336,218.2080029296875,STOP_LOSS,2026-05-13 18:30:00.000000,-3.8,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,-4.0,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_ADANIPOWER_20260526_2,ADANIPOWER,LONG,2026-05-25 18:30:00.000000,244.52999877929688,268.9829986572266,234.748798828125,TARGET_HIT,2026-06-04 18:30:00.000000,8.5,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,8.3,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_ADANIPOWER_20260717_3,ADANIPOWER,SHORT,2026-07-16 18:30:00.000000,214.4499969482422,193.004997253418,223.0279968261719,STOP_LOSS,2026-07-26 18:30:00.000000,-3.8,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,-4.0,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_ADANIPOWER_20260728_4,ADANIPOWER,SHORT,2026-07-27 18:30:00.000000,208.25,187.425,216.58,TARGET_HIT,2026-08-06 18:30:00.000000,8.5,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,8.3,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_AMBUJACEM_20260319_0,AMBUJACEM,SHORT,2026-03-18 18:30:00.000000,417.8815612792969,376.0934051513672,434.5968237304688,TARGET_HIT,2026-03-28 18:30:00.000000,8.5,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,8.3,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_AMBUJACEM_20260512_1,AMBUJACEM,SHORT,2026-05-11 18:30:00.000000,424.8470764160156,382.3623687744141,441.84095947265627,STOP_LOSS,2026-05-21 18:30:00.000000,-3.8,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,-4.0,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_AMBUJACEM_20260605_2,AMBUJACEM,SHORT,2026-06-04 18:30:00.000000,415.4933471679688,373.9440124511719,432.11308105468754,TARGET_HIT,2026-06-14 18:30:00.000000,8.5,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,8.3,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_AMBUJACEM_20260611_3,AMBUJACEM,SHORT,2026-06-10 18:30:00.000000,404.0499877929688,363.6449890136719,420.2119873046875,STOP_LOSS,2026-06-20 18:30:00.000000,-3.8,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,-4.0,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_AMBUJACEM_20260703_4,AMBUJACEM,LONG,2026-07-02 18:30:00.000000,443.3999938964844,487.73999328613286,425.663994140625,TARGET_HIT,2026-07-12 18:30:00.000000,8.5,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,8.3,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_APOLLOHOSP_20260521_0,APOLLOHOSP,LONG,2026-05-20 18:30:00.000000,8298.8388671875,9128.722753906251,7966.8853125,TARGET_HIT,2026-05-30 18:30:00.000000,8.5,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,8.3,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_APOLLOHOSP_20260609_1,APOLLOHOSP,LONG,2026-06-08 18:30:00.000000,8514.0888671875,9365.497753906251,8173.5253125,STOP_LOSS,2026-06-18 18:30:00.000000,-3.8,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,-4.0,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_APOLLOHOSP_20260703_2,APOLLOHOSP,LONG,2026-07-02 18:30:00.000000,8883.1591796875,9771.47509765625,8527.832812499999,TARGET_HIT,2026-07-12 18:30:00.000000,8.5,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,8.3,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_APOLLOHOSP_20260804_3,APOLLOHOSP,LONG,2026-08-03 18:30:00.000000,9039.4765625,9943.42421875,8677.8975,STOP_LOSS,2026-08-13 18:30:00.000000,-3.8,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,-4.0,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_APOLLOHOSP_20260812_4,APOLLOHOSP,SHORT,2026-08-11 18:30:00.000000,8587.00390625,7728.303515625,8930.4840625,TARGET_HIT,2026-08-21 18:30:00.000000,8.5,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,8.3,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_ASHOKLEY_20260512_0,ASHOKLEY,SHORT,2026-05-11 18:30:00.000000,153.3342742919922,138.00084686279297,159.46764526367187,TARGET_HIT,2026-05-21 18:30:00.000000,8.5,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,8.3,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_ASHOKLEY_20260608_1,ASHOKLEY,SHORT,2026-06-07 18:30:00.000000,141.02000427246094,126.91800384521484,146.66080444335938,STOP_LOSS,2026-06-17 18:30:00.000000,-3.8,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,-4.0,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_ASHOKLEY_20260701_2,ASHOKLEY,LONG,2026-06-30 18:30:00.000000,162.32000732421875,178.55200805664063,155.82720703125,TARGET_HIT,2026-07-10 18:30:00.000000,8.5,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,8.3,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_ASHOKLEY_20260723_3,ASHOKLEY,SHORT,2026-07-22 18:30:00.000000,150.64999389648438,135.58499450683595,156.67599365234375,STOP_LOSS,2026-08-01 18:30:00.000000,-3.8,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,-4.0,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_ASHOKLEY_20260803_4,ASHOKLEY,LONG,2026-08-02 18:30:00.000000,174.5500030517578,192.0050033569336,167.56800292968748,TARGET_HIT,2026-08-12 18:30:00.000000,8.5,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,8.3,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_ASIANPAINT_20260302_0,ASIANPAINT,SHORT,2026-03-01 18:30:00.000000,2287.255859375,2058.5302734375,2378.74609375,TARGET_HIT,2026-03-11 18:30:00.000000,8.5,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,8.3,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_ASIANPAINT_20260323_1,ASIANPAINT,SHORT,2026-03-22 18:30:00.000000,2103.053955078125,1892.7485595703129,2187.17611328125,STOP_LOSS,2026-04-01 18:30:00.000000,-3.8,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,-4.0,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_ASIANPAINT_20260410_2,ASIANPAINT,LONG,2026-04-09 18:30:00.000000,2340.394775390625,2574.434252929688,2246.778984375,TARGET_HIT,2026-04-19 18:30:00.000000,8.5,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,8.3,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_ASIANPAINT_20260416_3,ASIANPAINT,LONG,2026-04-15 18:30:00.000000,2419.31005859375,2661.241064453125,2322.53765625,STOP_LOSS,2026-04-25 18:30:00.000000,-3.8,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,-4.0,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_ASIANPAINT_20260508_4,ASIANPAINT,LONG,2026-05-07 18:30:00.000000,2577.537109375,2835.2908203125003,2474.435625,TARGET_HIT,2026-05-17 18:30:00.000000,8.5,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,8.3,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_ASTRAL_20260323_0,ASTRAL,SHORT,2026-03-22 18:30:00.000000,1553.8560791015625,1398.4704711914062,1616.010322265625,TARGET_HIT,2026-04-01 18:30:00.000000,8.5,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,8.3,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_ASTRAL_20260519_1,ASTRAL,SHORT,2026-05-18 18:30:00.000000,1446.624755859375,1301.9622802734375,1504.48974609375,STOP_LOSS,2026-05-28 18:30:00.000000,-3.8,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,-4.0,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_ASTRAL_20260629_2,ASTRAL,SHORT,2026-06-28 18:30:00.000000,1365.851806640625,1229.2666259765626,1420.48587890625,TARGET_HIT,2026-07-08 18:30:00.000000,8.5,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,8.3,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_ASTRAL_20260709_3,ASTRAL,SHORT,2026-07-08 18:30:00.000000,1315.0316162109375,1183.5284545898437,1367.632880859375,STOP_LOSS,2026-07-18 18:30:00.000000,-3.8,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,-4.0,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_ASTRAL_20260813_4,ASTRAL,LONG,2026-08-12 18:30:00.000000,1589.5,1748.45,1525.9199999999998,TARGET_HIT,2026-08-22 18:30:00.000000,8.5,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,8.3,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_ATGL_20260417_0,ATGL,LONG,2026-04-16 18:30:00.000000,632.6790771484375,695.9469848632813,607.3719140625,TARGET_HIT,2026-04-26 18:30:00.000000,8.5,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,8.3,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_ATGL_20260428_1,ATGL,LONG,2026-04-27 18:30:00.000000,653.6217041015625,718.9838745117188,627.4768359375,STOP_LOSS,2026-05-07 18:30:00.000000,-3.8,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,-4.0,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_ATGL_20260526_2,ATGL,LONG,2026-05-25 18:30:00.000000,712.8510131835938,784.1361145019532,684.3369726562499,TARGET_HIT,2026-06-04 18:30:00.000000,8.5,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,8.3,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_ATGL_20260722_3,ATGL,SHORT,2026-07-21 18:30:00.000000,681.5999755859375,613.4399780273437,708.8639746093751,STOP_LOSS,2026-07-31 18:30:00.000000,-3.8,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,-4.0,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_ATGL_20260728_4,ATGL,SHORT,2026-07-27 18:30:00.000000,645.5499877929688,580.9949890136719,671.3719873046875,TARGET_HIT,2026-08-06 18:30:00.000000,8.5,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,8.3,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_AXISBANK_20260410_0,AXISBANK,LONG,2026-04-09 18:30:00.000000,1349.759033203125,1484.7349365234377,1295.768671875,TARGET_HIT,2026-04-19 18:30:00.000000,8.5,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,8.3,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_AXISBANK_20260612_1,AXISBANK,LONG,2026-06-11 18:30:00.000000,1355.2548828125,1490.78037109375,1301.0446875,STOP_LOSS,2026-06-21 18:30:00.000000,-3.8,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,-4.0,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_AXISBANK_20260624_2,AXISBANK,LONG,2026-06-23 18:30:00.000000,1383.43310546875,1521.776416015625,1328.0957812499998,TARGET_HIT,2026-07-03 18:30:00.000000,8.5,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,8.3,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_AXISBANK_20260709_3,AXISBANK,SHORT,2026-07-08 18:30:00.000000,1296.5999755859375,1166.9399780273438,1348.463974609375,STOP_LOSS,2026-07-18 18:30:00.000000,-3.8,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,-4.0,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_AXISBANK_20260720_4,AXISBANK,SHORT,2026-07-19 18:30:00.000000,1256.0,1130.4,1306.24,TARGET_HIT,2026-07-29 18:30:00.000000,8.5,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,8.3,,1,LIVE_SHADOW,LEGACY_LOG
cloud_hist_BAJAJ-AUTO_20260624_0,BAJAJ-AUTO,SHORT,2026-06-23 18:30:00.000000,9750.0,8775.0,10140.0,TARGET_HIT,2026-07-03 18:30:00.000000,8.5,v2.2,TradeMind Core v2.2-CloudBackfill,LIVE_SHADOW,False,,,,,,,live_signals,8.3,,1,LIVE_SHADOW,LEGACY_LOG
