id,timestamp,symbol,direction,raw_probability,calibrated_probability,expected_value,data_quality_score,entry_price,target_price,stop_price,strategy_version,model_version,feature_version,regime,outcome,outcome_timestamp,realized_return,realized_mfe,realized_mae,transaction_cost,slippage,net_return,status,rejection_reason,provenance_json,created_at,updated_at,exit_price,universe_version,data_timestamp,market_timestamp,evaluation_mode,exit_reason,signal_eligibility,outcome_verified,quantity,capital_allocation,risk_amount,gross_pnl,pnl_percentage,fees,net_pnl,asset_class,instrument_id,instrument_type,prediction_id,provenance_id,asset_type,exchange,underlying_symbol,signal_type,signal_rating,conviction,entry_zone_low,entry_zone_high,current_price,price_timestamp,derivative_symbol,contract_multiplier,derivative_entry,derivative_current,derivative_target,derivative_stop,premium_timestamp,signal_timestamp,last_updated_at,entry_timestamp,exit_timestamp,lifecycle_state,outcome_status,verification_level,risk_amount_abs,reward_amount_abs,expected_return,feature_snapshot_id,market_snapshot_id,model_run_id,decision_id,created_by,calculation_version,pnl_engine_version,outcome_engine_version,reconstruction_version,last_reconciled_at,record_hash,audit_status,strike,expiry,option_type,underlying_price,underlying_price_timestamp,price_adjustment_factor,price_source,price_status,risk_reward_ratio,run_id,dataset_type,quality_class
recon_BANDHANBNK_20260504_0,2026-05-03 18:30:00.000000,BANDHANBNK,LONG,0.75,0.75,0.5,1.0,206.75999450683594,227.43599395751954,198.4895947265625,v2.2,TradeMind-Quant-V2,v1.0.0,,,2026-05-18 18:30:00,10.0,2.8535545134570848,-5.465267988578491,,,9.8,TARGET_HIT,,,2026-09-04 05:00:24.578272,2026-09-06 06:32:36.692482,227.43599395751954,NIFTY_200_AUG2026,,,LIVE_SHADOW_VERIFIED,,,True,,,,,10.0,,9.8,EQUITY,,,,,EQUITY,NSE,,SWING,BUY,,,,,,,,,,,,,2026-05-03 18:30:00.000000,2026-09-06 06:32:36.692482,,,TERMINAL,,4,8.270399780273436,20.675999450683605,0.005,,,,,SYSTEM,v2.2.0,v1.1.canonical,v1.1.forensic,,,137494d5ffc0e03759fdd2fc59d8a4efc24fe597a4ddc73d877d24f3e3c7e510,,,,,,,1.0,,,2.5000000000000018,,V2.2_VERIFIED_REFERENCE,PRIMARY
recon_BANDHANBNK_20260616_1,2026-06-15 18:30:00.000000,BANDHANBNK,LONG,0.75,0.75,0.5,1.0,216.74000549316406,238.41400604248048,208.0704052734375,v2.2,TradeMind-Quant-V2,v1.0.0,,,2026-06-30 18:30:00,-4.0,0.641321101051775,-4.263174891104951,,,-4.2,STOP_LOSS,,,2026-09-04 05:00:24.578272,2026-09-06 06:32:36.692482,208.0704052734375,NIFTY_200_AUG2026,,,LIVE_SHADOW_VERIFIED,,,True,,,,,-4.0,,-4.2,EQUITY,,,,,EQUITY,NSE,,SWING,BUY,,,,,,,,,,,,,2026-06-15 18:30:00.000000,2026-09-06 06:32:36.692482,,,TERMINAL,,4,8.669600219726561,21.674000549316418,0.005,,,,,SYSTEM,v2.2.0,v1.1.canonical,v1.1.forensic,,,cc2d27b661a9243f9d41b3a994bf7e8809a261bc78d07822584db5919976aa77,,,,,,,1.0,,,2.5000000000000018,,V2.2_VERIFIED_REFERENCE,PRIMARY
sig_AMBUJACEM_202608250435,2026-08-25 04:35:28.594109,AMBUJACEM,LONG,0.5,0.5751484474975843,1.02,0.866097062392361,407.9,420.137,395.66299999999995,v2.2,202608180605,v1.0.0,BULLISH,,2026-08-26 06:13:00,3.0000000000000058,3.113509709123719,-0.6987036545798547,0.1,0.1,2.8000000000000056,TARGET_HIT,,"{'feature_version': 'v1.0.0', 'engine_version': 'P0.QUANT.1', 'calibration': 'Platt-Scaled'}",2026-08-25 04:35:28.594109,2026-09-06 06:32:36.694470,420.137,NIFTY_200_AUG2026,,,LIVE_SHADOW_VERIFIED,TARGET_HIT,,True,,,,,3.0000000000000058,0.1,2.8000000000000056,EQUITY,AMBUJACEM.NS,EQUITY,,,EQUITY,NSE,,SWING,BUY,,,,,,,,,,,,,2026-08-25 04:35:28.594109,2026-09-06 06:32:36.694470,,,TERMINAL,,4,12.237000000000023,12.237000000000023,0.0102,,,,,SYSTEM,v2.2.0,v1.1.canonical,v1.1.forensic,,,ee31edfcfe4a6be96c27b30330ff7c5c7cc6a8d2ad4a586aeee95dc6bd039308,,,,,,,1.0,,,1.0,,V2.2_VERIFIED_REFERENCE,PRIMARY
sig_ATGL_202608240938,2026-08-24 09:38:56.836267,ATGL,SHORT,0.5,0.6147767317070272,3.15,0.7185771749282407,643.75,624.4375,663.0625,v2.2,202608180605,v1.0.0,BULLISH,,2026-08-31 07:27:00,3.0,3.4563106796116503,-1.654372724514563,0.1,0.1,2.8,TARGET_HIT,,"{'feature_version': 'v1.0.0', 'engine_version': 'P0.QUANT.1', 'calibration': 'Platt-Scaled'}",2026-08-24 09:38:56.836267,2026-09-06 06:32:36.694470,624.4375,NIFTY_200_AUG2026,,,LIVE_SHADOW_VERIFIED,TARGET_HIT,,True,,,,,3.0,0.1,2.8,EQUITY,ATGL.NS,EQUITY,,,EQUITY,NSE,,SWING,SELL,,,,,,,,,,,,,2026-08-24 09:38:56.836267,2026-09-06 06:32:36.694470,,,TERMINAL,,4,19.3125,19.3125,0.0315,,,,,SYSTEM,v2.2.0,v1.1.canonical,v1.1.forensic,,,3cbb1000fd17a6131cd6d69071a9d32add8ffb14ed8ac93146cc36dc1251bd3c,,,,,,,1.0,,,1.0,,V2.2_VERIFIED_REFERENCE,PRIMARY
sig_BAJAJHLDNG_202608240939,2026-08-24 09:39:05.791763,BAJAJHLDNG,LONG,0.5,0.6861248902339719,102.09,0.7185043229143517,11136.0,11470.08,10801.92,v2.2,202608180605,v1.0.0,BULLISH,,2026-08-26 09:45:00,2.999999999999999,3.6278735632183907,-1.4727011494252873,0.1,0.1,2.799999999999999,TARGET_HIT,,"{'feature_version': 'v1.0.0', 'engine_version': 'P0.QUANT.1', 'calibration': 'Platt-Scaled'}",2026-08-24 09:39:05.791763,2026-09-06 06:32:36.694470,11470.08,NIFTY_200_AUG2026,,,LIVE_SHADOW_VERIFIED,TARGET_HIT,,True,,,,,2.999999999999999,0.1,2.799999999999999,EQUITY,BAJAJHLDNG.NS,EQUITY,,,EQUITY,NSE,,SWING,BUY,,,,,,,,,,,,,2026-08-24 09:39:05.791763,2026-09-06 06:32:36.694470,,,TERMINAL,,4,334.0799999999999,334.0799999999999,1.0209000000000001,,,,,SYSTEM,v2.2.0,v1.1.canonical,v1.1.forensic,,,629e2e4c29c56194227795686e67b8a72e418a074397cff30ab1287478cd1e80,,,,,,,1.0,,,1.0,,V2.2_VERIFIED_REFERENCE,PRIMARY
sig_BANKINDIA_202608240939,2026-08-24 09:39:15.185038,BANKINDIA,SHORT,0.5,0.5723252159309875,0.33,0.7184282071099537,141.11,136.8767,145.34330000000003,v2.2,202608180605,v1.0.0,BULLISH,,2026-08-26 03:45:00,-3.0000000000000098,0.23386097420674554,-3.2527793552846527,0.1,0.1,-3.20000000000001,STOP_LOSS,,"{'feature_version': 'v1.0.0', 'engine_version': 'P0.QUANT.1', 'calibration': 'Platt-Scaled'}",2026-08-24 09:39:15.185038,2026-09-06 06:32:36.694470,145.34330000000003,NIFTY_200_AUG2026,,,LIVE_SHADOW_VERIFIED,STOP_LOSS,,True,,,,,-3.0000000000000098,0.1,-3.20000000000001,EQUITY,BANKINDIA.NS,EQUITY,,,EQUITY,NSE,,SWING,SELL,,,,,,,,,,,,,2026-08-24 09:39:15.185038,2026-09-06 06:32:36.694470,,,TERMINAL,,4,4.233300000000014,4.233300000000014,0.0033,,,,,SYSTEM,v2.2.0,v1.1.canonical,v1.1.forensic,,,6958a9eb56792f4934b89062fcbd4953e88b45e9354b1338af13c783cb1e5a11,,,,,,,1.0,,,1.0,,V2.2_VERIFIED_REFERENCE,PRIMARY
sig_BATAINDIA_202608240939,2026-08-24 09:39:19.111573,BATAINDIA,LONG,0.5,0.5811279498411156,1.99,0.7183963739456017,692.25,713.0175,671.4825,v2.2,202608180605,v1.0.0,BULLISH,,2026-09-02 03:46:00,-3.0000000000000058,0.10834236186348861,-3.2719428550469485,0.1,0.1,-3.200000000000006,STOP_LOSS,,"{'feature_version': 'v1.0.0', 'engine_version': 'P0.QUANT.1', 'calibration': 'Platt-Scaled'}",2026-08-24 09:39:19.111573,2026-09-06 06:32:36.694470,671.4825,NIFTY_200_AUG2026,,,LIVE_SHADOW_VERIFIED,STOP_LOSS,,True,,,,,-3.0000000000000058,0.1,-3.200000000000006,EQUITY,BATAINDIA.NS,EQUITY,,,EQUITY,NSE,,SWING,BUY,,,,,,,,,,,,,2026-08-24 09:39:19.111573,2026-09-06 06:32:36.694470,,,TERMINAL,,4,20.76750000000004,20.76750000000004,0.0199,,,,,SYSTEM,v2.2.0,v1.1.canonical,v1.1.forensic,,,935192f703525667148cf819220a009826de4c4ab8d173b0fe7d5afc3a789ece,,,,,,,1.0,,,1.0,,V2.2_VERIFIED_REFERENCE,PRIMARY
sig_BERGEPAINT_202608240939,2026-08-24 09:39:24.325891,BERGEPAINT,LONG,0.5,0.5888703578040408,1.72,0.718354145230324,516.35,531.8405,500.8595,v2.2,202608180605,v1.0.0,BULLISH,,2026-08-27 07:50:00,-3.0018386552695646,0.20335516879296547,-3.0018386552695646,0.1,0.1,-3.201838655269565,STOP_LOSS,,"{'feature_version': 'v1.0.0', 'engine_version': 'P0.QUANT.1', 'calibration': 'Platt-Scaled'}",2026-08-24 09:39:24.325891,2026-09-06 06:32:36.694470,500.8500061035156,NIFTY_200_AUG2026,,,LIVE_SHADOW_VERIFIED,STOP_LOSS,,True,,,,,-3.0018386552695646,0.1,-3.201838655269565,EQUITY,BERGEPAINT.NS,EQUITY,,,EQUITY,NSE,,SWING,BUY,,,,,,,,,,,,,2026-08-24 09:39:24.325891,2026-09-06 06:32:36.694470,,,TERMINAL,,4,15.490499999999997,15.490499999999997,0.0172,,,,,SYSTEM,v2.2.0,v1.1.canonical,v1.1.forensic,,,1a9079a442bc3148cdca2e454d9bc78ece3a60c8a313c8bb821b2025ab7d273a,,,,,,,1.0,,,1.0,,V2.2_VERIFIED_REFERENCE,PRIMARY
sig_BOSCHLTD_202608240939,2026-08-24 09:39:37.325825,BOSCHLTD,LONG,0.5,0.561839005848159,82.09,0.7182488413703703,47995.0,49434.85,46555.15,v2.2,202608180605,v1.0.0,BULLISH,,2026-08-31 09:45:00,2.9999999999999973,4.177518491509533,-0.4271278258151891,0.1,0.1,2.799999999999997,TARGET_HIT,,"{'feature_version': 'v1.0.0', 'engine_version': 'P0.QUANT.1', 'calibration': 'Platt-Scaled'}",2026-08-24 09:39:37.325825,2026-09-06 06:32:36.694470,49434.85,NIFTY_200_AUG2026,,,LIVE_SHADOW_VERIFIED,TARGET_HIT,,True,,,,,2.9999999999999973,0.1,2.799999999999997,EQUITY,BOSCHLTD.NS,EQUITY,,,EQUITY,NSE,,SWING,BUY,,,,,,,,,,,,,2026-08-24 09:39:37.325825,2026-09-06 06:32:36.694470,,,TERMINAL,,4,1439.8499999999985,1439.8499999999985,0.8209000000000001,,,,,SYSTEM,v2.2.0,v1.1.canonical,v1.1.forensic,,,cd779379539764cfbc6b816d2e3165fadeb6e6a55f55c04c99ea844ad13df54e,,,,,,,1.0,,,1.0,,V2.2_VERIFIED_REFERENCE,PRIMARY
sig_BPCL_202608250436,2026-08-25 04:36:07.990840,BPCL,LONG,0.5,0.5695122620705576,0.68,0.8657777983877315,312.1,321.463,302.737,v2.2,202608180605,v1.0.0,BULLISH,,2026-08-26 03:45:00,2.9999999999999996,3.7648209239075943,-0.2563320112243745,0.1,0.1,2.7999999999999994,TARGET_HIT,,"{'feature_version': 'v1.0.0', 'engine_version': 'P0.QUANT.1', 'calibration': 'Platt-Scaled'}",2026-08-25 04:36:07.990840,2026-09-06 06:32:36.694470,321.463,NIFTY_200_AUG2026,,,LIVE_SHADOW_VERIFIED,TARGET_HIT,,True,,,,,2.9999999999999996,0.1,2.7999999999999994,EQUITY,BPCL.NS,EQUITY,,,EQUITY,NSE,,SWING,BUY,,,,,,,,,,,,,2026-08-25 04:36:07.990840,2026-09-06 06:32:36.694470,,,TERMINAL,,4,9.363,9.363,0.0068000000000000005,,,,,SYSTEM,v2.2.0,v1.1.canonical,v1.1.forensic,,,298d3db00c412ddf5df67d802360a968aa0c30f4b4f84b2c29fdd9788dc396e0,,,,,,,1.0,,,1.0,,V2.2_VERIFIED_REFERENCE,PRIMARY
sig_BRITANNIA_202608250436,2026-08-25 04:36:11.772681,BRITANNIA,SHORT,0.5,0.5543427259212057,6.68,0.8657474346157406,5297.0,5138.09,5455.91,v2.2,202608180605,v1.0.0,BULLISH,,2026-09-02 03:45:00,3.058334906550878,3.3415140645648482,-1.727392863885218,0.1,0.1,2.8583349065508776,TARGET_HIT,,"{'feature_version': 'v1.0.0', 'engine_version': 'P0.QUANT.1', 'calibration': 'Platt-Scaled'}",2026-08-25 04:36:11.772681,2026-09-06 06:32:36.694470,5135.0,NIFTY_200_AUG2026,,,LIVE_SHADOW_VERIFIED,TARGET_HIT,,True,,,,,3.058334906550878,0.1,2.8583349065508776,EQUITY,BRITANNIA.NS,EQUITY,,,EQUITY,NSE,,SWING,SELL,,,,,,,,,,,,,2026-08-25 04:36:11.772681,2026-09-06 06:32:36.694470,,,TERMINAL,,4,158.90999999999985,158.90999999999985,0.0668,,,,,SYSTEM,v2.2.0,v1.1.canonical,v1.1.forensic,,,1e07d593c4b0a90f845581a0fefe0d5498068dafc0883162922e622f5773903d,,,,,,,1.0,,,1.0,,V2.2_VERIFIED_REFERENCE,PRIMARY
sig_CANFINHOME_202608240939,2026-08-24 09:39:45.062142,CANFINHOME,SHORT,0.5,0.5511042280098764,0.87,0.7181861350381944,811.4,787.058,835.742,v2.2,202608180605,v1.0.0,BULLISH,,2026-09-02 03:46:00,2.9999999999999982,3.333747154801883,-1.2386014551431197,0.1,0.1,2.799999999999998,TARGET_HIT,,"{'feature_version': 'v1.0.0', 'engine_version': 'P0.QUANT.1', 'calibration': 'Platt-Scaled'}",2026-08-24 09:39:45.062142,2026-09-06 06:32:36.694470,787.058,NIFTY_200_AUG2026,,,LIVE_SHADOW_VERIFIED,TARGET_HIT,,True,,,,,2.9999999999999982,0.1,2.799999999999998,EQUITY,CANFINHOME.NS,EQUITY,,,EQUITY,NSE,,SWING,SELL,,,,,,,,,,,,,2026-08-24 09:39:45.062142,2026-09-06 06:32:36.694470,,,TERMINAL,,4,24.341999999999985,24.341999999999985,0.0087,,,,,SYSTEM,v2.2.0,v1.1.canonical,v1.1.forensic,,,473032124de7a1175854e21979be2201e40edf93b09e9b797ee711cca9f42904,,,,,,,1.0,,,1.0,,V2.2_VERIFIED_REFERENCE,PRIMARY
sig_CHOLAFIN_202608250436,2026-08-25 04:36:20.454963,CHOLAFIN,LONG,0.5,0.5698928329198657,4.03,0.8656767457881944,1837.0,1892.1100000000001,1781.8899999999999,v2.2,202608180605,v1.0.0,BULLISH,,2026-08-26 03:46:00,3.0000000000000067,3.429504627109418,-0.22863098377109417,0.1,0.1,2.8000000000000065,TARGET_HIT,,"{'feature_version': 'v1.0.0', 'engine_version': 'P0.QUANT.1', 'calibration': 'Platt-Scaled'}",2026-08-25 04:36:20.454963,2026-09-06 06:32:36.694470,1892.1100000000001,NIFTY_200_AUG2026,,,LIVE_SHADOW_VERIFIED,TARGET_HIT,,True,,,,,3.0000000000000067,0.1,2.8000000000000065,EQUITY,CHOLAFIN.NS,EQUITY,,,EQUITY,NSE,,SWING,BUY,,,,,,,,,,,,,2026-08-25 04:36:20.454963,2026-09-06 06:32:36.694470,,,TERMINAL,,4,55.11000000000013,55.11000000000013,0.0403,,,,,SYSTEM,v2.2.0,v1.1.canonical,v1.1.forensic,,,e083330783662b839246938d2c12e63206938adaeb03f59fcf17fb24d133b1a4,,,,,,,1.0,,,1.0,,V2.2_VERIFIED_REFERENCE,PRIMARY
